claim_id,claim_type,claim_amount,policy_limit,premium,policy_age_days,prior_claims,report_delay_days,police_report
CLM-004734,Property,9069,18138,1008,252,0,2,yes
CLM-044149,Property,9069,18138,1272,318,0,2,yes
CLM-040015,Liability,8251,16502,0,0,0,2,yes
CLM-016501,Health,11586,23172,1416,354,0,2,yes
CLM-024214,Health,11586,23172,1308,327,0,2,yes
CLM-009586,Auto,7773,15546,1020,255,0,2,yes
CLM-040496,Property,9444,18888,1428,357,0,2,yes
CLM-016711,Health,11586,23172,828,207,0,18,no
CLM-002137,Auto,7517,15034,168,42,0,2,yes
CLM-007951,Property,9444,18888,1176,294,0,2,yes
CLM-035825,Auto,7517,15034,240,60,0,2,yes
CLM-024443,Auto,7517,15034,1464,366,0,2,yes
CLM-040203,Auto,7517,15034,84,21,0,18,no
CLM-020708,Liability,8251,16502,1224,306,0,2,yes
CLM-025446,Property,9069,18138,1392,348,0,2,yes
CLM-017897,Health,11586,23172,948,237,0,2,yes
CLM-026861,Auto,7517,15034,1500,375,0,2,yes
CLM-032978,Health,11586,23172,480,120,0,2,yes
CLM-006363,Liability,8251,16502,1320,330,0,2,yes
CLM-000040,Auto,7517,15034,156,39,0,2,yes
CLM-047062,Auto,9942,19884,96,24,0,2,yes
CLM-007916,Auto,7517,15034,1260,315,0,2,yes
CLM-051534,Property,9069,18138,1452,363,0,2,yes
CLM-012457,Property,10444,20888,120,30,0,2,yes
CLM-042318,Health,11586,23172,192,48,0,2,yes
CLM-020761,Property,9069,18138,384,96,0,2,yes
CLM-007304,Health,11586,23172,564,141,0,2,yes
CLM-032757,Auto,7517,15034,60,15,0,2,yes
CLM-016441,Health,11586,23172,996,249,0,2,yes
CLM-021395,Health,11586,23172,1440,360,0,2,yes
CLM-043426,Health,11586,23172,744,186,0,2,yes
CLM-056681,Health,11586,23172,1248,312,0,2,yes
CLM-037416,Auto,7517,15034,648,162,0,2,yes
CLM-002922,Property,9069,18138,84,21,0,2,yes
CLM-008232,Property,9444,18888,1344,336,0,2,yes
CLM-017219,Health,11586,23172,12,3,0,2,yes
CLM-049979,Auto,7517,15034,804,201,0,2,yes
CLM-031247,Auto,7773,15546,1272,318,0,2,yes
CLM-052808,Health,11586,23172,888,222,0,2,yes
CLM-003261,Health,11586,23172,108,27,0,2,yes
CLM-004750,Property,9069,18138,1368,342,0,2,yes
CLM-037971,Health,11586,23172,696,174,0,2,yes
CLM-054191,Property,9069,18138,432,108,0,2,yes
CLM-012102,Health,11586,23172,672,168,0,2,yes
CLM-014028,Health,11586,23172,1272,318,0,2,yes
CLM-046906,Health,11586,23172,120,30,0,2,yes
CLM-039305,Health,11586,23172,432,108,0,2,yes
CLM-004840,Property,9069,18138,864,216,0,2,yes
CLM-004542,Auto,7517,15034,720,180,0,2,yes
CLM-044358,Auto,7517,15034,396,99,0,2,yes
CLM-026779,Auto,7517,15034,276,69,0,2,yes
CLM-052783,Auto,7517,15034,240,60,0,2,yes
CLM-038492,Property,9069,18138,96,24,0,18,no
CLM-006308,Health,11586,23172,1368,342,0,2,yes
CLM-006669,Property,9069,18138,624,156,0,2,yes
CLM-011024,Liability,8251,16502,168,42,0,2,yes
CLM-007306,Health,11586,23172,216,54,0,2,yes
CLM-032967,Property,8696,17392,1488,372,0,2,yes
CLM-002098,Health,11586,23172,1248,312,0,2,yes
CLM-037933,Property,9069,18138,1368,342,0,2,yes
CLM-003579,Health,11586,23172,72,18,0,2,yes
CLM-037679,Liability,10698,21396,552,138,0,2,yes
CLM-036897,Health,11586,23172,696,174,0,2,yes
CLM-054299,Auto,7517,15034,360,90,0,2,yes
CLM-018062,Auto,7517,15034,1140,285,0,2,yes
CLM-009401,Property,8696,17392,840,210,0,2,yes
CLM-025850,Health,11586,23172,1176,294,0,2,yes
CLM-013263,Property,8696,17392,204,51,0,2,yes
CLM-047053,Liability,8251,16502,336,84,0,2,yes
CLM-025993,Auto,7517,15034,708,177,0,2,yes
CLM-026077,Property,9069,18138,1368,342,0,2,yes
CLM-001336,Health,11586,23172,1320,330,0,18,no
CLM-029770,Auto,7517,15034,624,156,0,2,yes
CLM-010388,Health,11586,23172,1488,372,0,2,yes
CLM-016995,Property,9069,18138,1428,357,0,2,yes
CLM-028184,Property,9069,18138,1392,348,0,2,yes
CLM-050081,Health,11586,23172,1464,366,0,2,yes
CLM-032635,Property,8696,17392,1332,333,0,18,no
CLM-005087,Health,11586,23172,696,174,0,2,yes
CLM-028376,Property,9069,18138,948,237,0,18,no
CLM-053395,Auto,7517,15034,156,39,0,18,no
CLM-001454,Property,9444,18888,108,27,0,2,yes
CLM-018038,Auto,7517,15034,132,33,0,2,yes
CLM-010502,Property,9069,18138,1308,327,0,2,yes
CLM-022325,Auto,7517,15034,1416,354,0,2,yes
CLM-055771,Auto,7517,15034,516,129,0,2,yes
CLM-058347,Property,9069,18138,1392,348,0,2,yes
CLM-032806,Auto,7517,15034,1200,300,0,18,no
CLM-056323,Health,11586,23172,1428,357,0,2,yes
CLM-000238,Property,9444,18888,1320,330,0,2,yes
CLM-043025,Property,8696,17392,192,48,0,2,yes
CLM-031568,Property,9069,18138,1332,333,0,2,yes
CLM-039920,Auto,7517,15034,612,153,0,2,yes
CLM-037186,Health,11586,23172,1404,351,0,2,yes
CLM-028701,Auto,7517,15034,180,45,0,2,yes
CLM-034554,Property,8696,17392,756,189,0,2,yes
CLM-057990,Auto,7517,15034,540,135,0,2,yes
CLM-056586,Health,11586,23172,1428,357,0,2,yes
CLM-003386,Property,9444,18888,360,90,0,2,yes
CLM-013785,Property,9069,18138,1332,333,0,2,yes
CLM-030328,Health,11586,23172,216,54,0,2,yes
CLM-048070,Auto,7517,15034,84,21,0,2,yes
CLM-007280,Auto,7517,15034,12,3,0,2,yes
CLM-055555,Liability,8251,16502,1260,315,0,2,yes
CLM-015622,Property,9069,18138,720,180,0,2,yes
CLM-000126,Property,8696,17392,72,18,0,18,no
CLM-023156,Property,9069,18138,1380,345,0,2,yes
CLM-041609,Property,9069,18138,276,69,0,2,yes
CLM-047867,Property,9069,18138,1140,285,0,2,yes
CLM-045137,Auto,7517,15034,816,204,0,2,yes
CLM-006036,Health,11586,23172,1428,357,0,2,yes
CLM-006624,Property,9069,18138,1332,333,0,2,yes
CLM-007041,Auto,7517,15034,120,30,0,2,yes
CLM-001633,Property,9069,18138,996,249,0,2,yes
CLM-000219,Property,9444,18888,1236,309,0,2,yes
CLM-016208,Liability,9069,18138,1392,348,0,2,yes
CLM-035841,Property,8696,17392,660,165,0,2,yes
CLM-046464,Health,11586,23172,180,45,0,2,yes
CLM-047174,Health,11586,23172,1296,324,0,2,yes
CLM-015627,Auto,7517,15034,924,231,0,18,no
CLM-055560,Health,11586,23172,360,90,0,2,yes
CLM-026666,Property,9069,18138,1116,279,0,2,yes
CLM-025540,Liability,8251,16502,636,159,0,2,yes
CLM-049622,Health,11586,23172,804,201,0,2,yes
CLM-023923,Property,9069,18138,888,222,0,2,yes
CLM-018291,Property,8696,17392,1248,312,0,2,yes
CLM-010900,Health,11586,23172,1236,309,0,2,yes
CLM-046646,Property,10444,20888,708,177,0,2,yes
CLM-053365,Health,11586,23172,1368,342,0,2,yes
CLM-050718,Auto,7517,15034,1368,342,0,2,yes
CLM-021633,Health,11586,23172,1284,321,0,2,yes
CLM-010872,Property,9069,18138,336,84,0,2,yes
CLM-055461,Liability,8251,16502,1392,348,0,2,yes
CLM-047329,Property,9444,18888,972,243,0,2,yes
CLM-050050,Property,9069,18138,1332,333,0,2,yes
CLM-050910,Property,9069,18138,708,177,0,2,yes
CLM-030082,Auto,7517,15034,540,135,0,2,yes
CLM-046571,Liability,8251,16502,1248,312,0,2,yes
CLM-049752,Property,10444,20888,1308,327,0,2,yes
CLM-041752,Health,11586,23172,1080,270,0,2,yes
CLM-018097,Health,11586,23172,120,30,0,2,yes
CLM-000933,Liability,9069,18138,1332,333,0,2,yes
CLM-008886,Auto,7517,15034,576,144,0,2,yes
CLM-047263,Property,9069,18138,492,123,0,2,yes
CLM-019056,Property,9069,18138,96,24,0,2,yes
CLM-005932,Liability,8251,16502,1332,333,0,2,yes
CLM-001404,Auto,7517,15034,192,48,0,2,yes
CLM-009640,Auto,7517,15034,756,189,0,2,yes
CLM-000909,Property,9069,18138,1308,327,0,2,yes
CLM-043381,Auto,7517,15034,144,36,0,2,yes
CLM-053029,Property,9069,18138,1248,312,0,2,yes
CLM-048541,Health,11586,23172,1416,354,0,2,yes
CLM-006086,Property,9444,18888,1464,366,0,2,yes
CLM-046426,Health,11586,23172,432,108,0,2,yes
CLM-051873,Liability,8251,16502,1440,360,0,2,yes
CLM-036507,Property,8696,17392,1152,288,0,2,yes
CLM-008073,Health,11586,23172,1368,342,0,2,yes
CLM-046734,Auto,7517,15034,528,132,0,2,yes
CLM-051678,Property,9069,18138,684,171,0,18,no
CLM-042755,Property,9444,18888,36,9,0,2,yes
CLM-038498,Auto,7517,15034,648,162,0,2,yes
CLM-049260,Property,8696,17392,648,162,0,2,yes
CLM-042160,Liability,9069,18138,1404,351,0,2,yes
CLM-045975,Health,11586,23172,156,39,0,2,yes
CLM-044631,Property,10444,20888,552,138,0,2,yes
CLM-029199,Health,11586,23172,1380,345,0,2,yes
CLM-017738,Auto,7517,15034,1116,279,0,2,yes
CLM-035779,Auto,9942,19884,468,117,0,2,yes
CLM-008543,Health,11586,23172,1488,372,0,2,yes
CLM-004659,Health,11586,23172,1488,372,0,2,yes
CLM-004800,Health,11586,23172,1452,363,0,2,yes
CLM-018905,Auto,7517,15034,156,39,0,2,yes
CLM-030945,Property,8696,17392,120,30,0,2,yes
CLM-035187,Health,11586,23172,1164,291,0,2,yes
CLM-030130,Health,11586,23172,876,219,0,2,yes
CLM-007856,Auto,7517,15034,396,99,0,2,yes
CLM-050165,Auto,7517,15034,792,198,0,2,yes
CLM-055674,Auto,7517,15034,744,186,0,2,yes
CLM-045934,Auto,7517,15034,552,138,0,18,no
CLM-021457,Health,11586,23172,1308,327,0,2,yes
CLM-048338,Property,9069,18138,936,234,0,2,yes
CLM-046099,Auto,7517,15034,1152,288,0,2,yes
CLM-042668,Auto,7517,15034,636,159,0,2,yes
CLM-038437,Property,9069,18138,1212,303,0,2,yes
CLM-047426,Auto,7517,15034,648,162,0,2,yes
CLM-029762,Auto,7517,15034,108,27,0,2,yes
CLM-041911,Property,9069,18138,144,36,0,2,yes
CLM-000445,Auto,7517,15034,48,12,0,2,yes
CLM-058564,Health,11586,23172,1464,366,0,2,yes
CLM-011655,Auto,7517,15034,108,27,0,2,yes
CLM-006845,Auto,7773,15546,108,27,0,2,yes
CLM-017471,Auto,9942,19884,1344,336,0,2,yes
CLM-033870,Health,11586,23172,48,12,0,2,yes
CLM-026377,Auto,7517,15034,948,237,0,2,yes
CLM-046291,Liability,9069,18138,324,81,0,2,yes
CLM-058154,Health,11586,23172,696,174,0,2,yes
CLM-021790,Property,8696,17392,1320,330,0,2,yes
CLM-021659,Property,9069,18138,420,105,0,2,yes
CLM-048692,Property,9444,18888,1344,336,0,2,yes
CLM-012923,Health,11586,23172,528,132,0,2,yes
CLM-051947,Property,8696,17392,1440,360,0,2,yes
CLM-032940,Health,11586,23172,1368,342,0,2,yes
CLM-003626,Health,11586,23172,588,147,0,2,yes
CLM-010619,Property,9069,18138,744,186,0,2,yes
CLM-029763,Auto,7517,15034,12,3,0,2,yes
CLM-053358,Auto,7773,15546,360,90,0,2,yes
CLM-047236,Liability,8251,16502,612,153,0,2,yes
CLM-027435,Auto,7517,15034,0,0,0,2,yes
CLM-009546,Auto,7517,15034,1332,333,0,2,yes
CLM-051547,Property,9444,18888,168,42,0,2,yes
CLM-003914,Liability,8251,16502,1440,360,0,2,yes
CLM-033335,Property,9069,18138,1116,279,0,18,no
CLM-009571,Auto,7517,15034,156,39,0,2,yes
CLM-053297,Property,10444,20888,480,120,0,2,yes
CLM-047845,Health,11586,23172,348,87,0,2,yes
CLM-050744,Property,9069,18138,1200,300,0,2,yes
CLM-034496,Health,11586,23172,84,21,0,2,yes
CLM-024786,Auto,7773,15546,36,9,0,2,yes
CLM-042421,Property,8696,17392,300,75,0,2,yes
CLM-038174,Health,11586,23172,1464,366,0,2,yes
CLM-025044,Auto,7517,15034,912,228,0,18,no
CLM-049717,Auto,7517,15034,756,189,0,18,no
CLM-013953,Property,9069,18138,12,3,0,2,yes
CLM-050689,Property,9069,18138,432,108,0,2,yes
CLM-006843,Liability,8251,16502,720,180,0,2,yes
CLM-055140,Auto,7517,15034,552,138,0,2,yes
CLM-010182,Property,8696,17392,624,156,0,2,yes
CLM-057463,Property,9444,18888,1344,336,0,2,yes
CLM-058418,Liability,9069,18138,744,186,0,2,yes
CLM-005275,Property,8696,17392,1476,369,0,2,yes
CLM-008586,Property,8696,17392,1296,324,0,2,yes
CLM-028876,Auto,7517,15034,108,27,0,2,yes
CLM-056401,Property,9069,18138,1308,327,0,2,yes
CLM-007329,Health,11586,23172,108,27,0,2,yes
CLM-056999,Property,9069,18138,1452,363,0,2,yes
CLM-028112,Health,11586,23172,672,168,0,2,yes
CLM-016267,Health,11586,23172,1032,258,0,2,yes
CLM-030281,Health,11586,23172,396,99,0,2,yes
CLM-007540,Property,9444,18888,312,78,0,18,no
CLM-024768,Health,11586,23172,1248,312,0,2,yes
CLM-054139,Health,11586,23172,360,90,0,2,yes
CLM-028995,Property,8696,17392,492,123,0,2,yes
CLM-022174,Auto,7517,15034,492,123,0,2,yes
CLM-003886,Auto,7517,15034,264,66,0,2,yes
CLM-053879,Auto,7517,15034,720,180,0,2,yes
CLM-053422,Health,11586,23172,288,72,0,2,yes
CLM-002503,Property,10444,20888,468,117,0,2,yes
CLM-031668,Health,11586,23172,228,57,0,2,yes
CLM-044427,Auto,9942,19884,1092,273,0,2,yes
CLM-046476,Auto,7773,15546,84,21,0,2,yes
CLM-030064,Property,9069,18138,1236,309,0,2,yes
CLM-026863,Property,8696,17392,1500,375,0,2,yes
CLM-038623,Health,11586,23172,708,177,0,2,yes
CLM-006575,Property,9069,18138,408,102,0,2,yes
CLM-021923,Auto,7517,15034,192,48,0,2,yes
CLM-001205,Auto,7517,15034,1140,285,0,2,yes
CLM-047194,Auto,7517,15034,1344,336,0,2,yes
CLM-039906,Property,9069,18138,132,33,0,2,yes
CLM-001484,Property,9069,18138,96,24,0,2,yes
CLM-047370,Auto,7773,15546,708,177,0,2,yes
CLM-003175,Auto,7517,15034,528,132,0,2,yes
CLM-022783,Property,10444,20888,1128,282,0,2,yes
CLM-043353,Auto,7517,15034,564,141,0,2,yes
CLM-056641,Health,11586,23172,36,9,0,2,yes
CLM-020095,Property,9069,18138,1332,333,0,18,no
CLM-033172,Property,9444,18888,888,222,0,2,yes
CLM-004666,Property,9069,18138,540,135,0,2,yes
CLM-043357,Property,9069,18138,420,105,0,2,yes
CLM-037889,Property,8696,17392,492,123,0,2,yes
CLM-031413,Health,11586,23172,96,24,0,2,yes
CLM-022052,Property,9444,18888,1464,366,0,2,yes
CLM-055641,Property,8696,17392,144,36,0,2,yes
CLM-035774,Property,9069,18138,96,24,0,2,yes
CLM-012264,Property,9069,18138,108,27,0,2,yes
CLM-028026,Property,8696,17392,684,171,0,2,yes
CLM-055387,Auto,7517,15034,132,33,0,2,yes
CLM-009885,Health,11586,23172,336,84,0,2,yes
CLM-026919,Auto,7517,15034,972,243,0,2,yes
CLM-007525,Auto,7517,15034,972,243,0,2,yes
CLM-043855,Property,9069,18138,120,30,0,2,yes
CLM-040219,Property,9069,18138,168,42,0,2,yes
CLM-003225,Auto,7517,15034,564,141,0,2,yes
CLM-035865,Property,9069,18138,1416,354,0,2,yes
CLM-035889,Property,9069,18138,372,93,0,2,yes
CLM-024086,Property,9069,18138,0,0,0,2,yes
CLM-000137,Property,9444,18888,720,180,0,2,yes
CLM-040646,Auto,7517,15034,1296,324,0,2,yes
CLM-038600,Auto,7517,15034,492,123,0,2,yes
CLM-010992,Property,9069,18138,624,156,0,2,yes
CLM-008518,Auto,7517,15034,1380,345,0,2,yes
CLM-048327,Property,9069,18138,504,126,0,2,yes
CLM-023895,Health,11586,23172,1320,330,0,2,yes
CLM-027775,Auto,7517,15034,588,147,0,2,yes
CLM-026127,Property,9069,18138,1092,273,0,2,yes
CLM-013017,Auto,7517,15034,0,0,0,2,yes
CLM-053500,Property,8696,17392,708,177,0,2,yes
CLM-054245,Property,10444,20888,1212,303,0,2,yes
CLM-049021,Auto,7517,15034,756,189,0,2,yes
CLM-021165,Property,8696,17392,1356,339,0,2,yes
CLM-056747,Auto,7517,15034,900,225,0,2,yes
CLM-007633,Health,11586,23172,684,171,0,2,yes
CLM-051082,Health,11586,23172,540,135,0,2,yes
CLM-049139,Property,8696,17392,108,27,0,2,yes
CLM-046865,Health,11586,23172,480,120,0,2,yes
CLM-037844,Health,11586,23172,1248,312,0,2,yes
CLM-020361,Health,11586,23172,192,48,0,2,yes
CLM-052931,Health,11586,23172,684,171,0,2,yes
CLM-025704,Health,11586,23172,1380,345,0,2,yes
CLM-041646,Property,9069,18138,1296,324,0,2,yes
CLM-027744,Auto,7517,15034,1356,339,0,2,yes
CLM-050108,Auto,7517,15034,1080,270,0,2,yes
CLM-046691,Auto,7517,15034,108,27,0,18,no
CLM-055917,Health,11586,23172,876,219,0,2,yes
CLM-015618,Auto,7517,15034,648,162,0,2,yes
CLM-009137,Property,9069,18138,36,9,0,2,yes
CLM-002925,Health,11586,23172,552,138,0,2,yes
CLM-019494,Health,11586,23172,516,129,0,2,yes
CLM-030020,Property,9069,18138,108,27,0,2,yes
CLM-006671,Health,11586,23172,1284,321,0,2,yes
CLM-039269,Property,9069,18138,120,30,0,2,yes
CLM-056385,Auto,7517,15034,60,15,0,2,yes
CLM-042079,Health,11586,23172,252,63,0,2,yes
CLM-039584,Health,11586,23172,1476,369,0,2,yes
CLM-016072,Auto,7517,15034,492,123,0,2,yes
CLM-058568,Health,11586,23172,1380,345,0,18,no
CLM-040820,Property,9444,18888,1224,306,0,2,yes
CLM-054347,Auto,7517,15034,612,153,0,2,yes
CLM-048683,Auto,7517,15034,972,243,0,2,yes
CLM-055777,Health,11586,23172,1392,348,0,2,yes
CLM-045109,Health,11586,23172,108,27,0,2,yes
CLM-023705,Health,11586,23172,1320,330,0,2,yes
CLM-019046,Health,11586,23172,1368,342,0,2,yes
CLM-033694,Health,11586,23172,120,30,0,2,yes
CLM-011618,Auto,7773,15546,228,57,0,2,yes
CLM-000481,Auto,7517,15034,1176,294,0,18,no
CLM-022021,Auto,7773,15546,1464,366,0,2,yes
CLM-027902,Auto,7517,15034,300,75,0,2,yes
CLM-053086,Health,11586,23172,1500,375,0,2,yes
CLM-019989,Auto,7517,15034,564,141,0,18,no
CLM-030163,Auto,7517,15034,324,81,0,2,yes
CLM-010134,Health,11586,23172,552,138,0,2,yes
CLM-009991,Property,8696,17392,120,30,0,2,yes
CLM-041434,Property,9069,18138,1464,366,0,2,yes
CLM-031248,Property,9069,18138,1488,372,0,2,yes
CLM-057115,Auto,7517,15034,144,36,0,2,yes
CLM-028091,Health,11586,23172,1356,339,0,2,yes
CLM-010359,Property,8696,17392,684,171,0,2,yes
CLM-021280,Health,11586,23172,756,189,0,2,yes
CLM-038134,Auto,7517,15034,720,180,0,2,yes
CLM-012513,Property,9069,18138,120,30,0,2,yes
CLM-047233,Auto,7773,15546,612,153,0,2,yes
CLM-041901,Auto,9942,19884,1176,294,0,2,yes
CLM-004907,Health,11586,23172,900,225,0,2,yes
CLM-038477,Auto,7517,15034,1344,336,0,2,yes
CLM-027250,Auto,7517,15034,1068,267,0,2,yes
CLM-021455,Property,9069,18138,504,126,0,2,yes
CLM-046282,Auto,7517,15034,96,24,0,2,yes
CLM-058562,Property,9069,18138,108,27,0,2,yes
CLM-056900,Auto,7517,15034,1344,336,0,2,yes
CLM-027897,Auto,7517,15034,192,48,0,18,no
CLM-000435,Health,11586,23172,1452,363,0,2,yes
CLM-044585,Health,11586,23172,480,120,0,2,yes
CLM-017700,Health,11586,23172,648,162,0,2,yes
CLM-027411,Property,9069,18138,108,27,0,2,yes
CLM-007708,Property,9069,18138,192,48,0,2,yes
CLM-028172,Property,9069,18138,72,18,0,2,yes
CLM-025057,Property,9069,18138,792,198,0,2,yes
CLM-056098,Health,11586,23172,84,21,0,2,yes
CLM-005340,Auto,7517,15034,540,135,0,2,yes
CLM-017543,Property,10444,20888,132,33,0,2,yes
CLM-052649,Auto,7517,15034,744,186,0,2,yes
CLM-049860,Property,8696,17392,120,30,0,2,yes
CLM-053993,Property,9069,18138,1200,300,0,2,yes
CLM-025574,Auto,7517,15034,624,156,0,2,yes
CLM-000548,Health,11586,23172,1260,315,0,2,yes
CLM-005091,Auto,7517,15034,492,123,0,2,yes
CLM-035211,Liability,9069,18138,1296,324,0,2,yes
CLM-055069,Health,11586,23172,288,72,0,2,yes
CLM-027981,Property,8696,17392,516,129,0,2,yes
CLM-033436,Auto,9942,19884,648,162,0,2,yes
CLM-052323,Auto,7517,15034,1068,267,0,2,yes
CLM-021665,Health,11586,23172,1260,315,0,2,yes
CLM-030438,Property,8696,17392,1380,345,0,2,yes
CLM-030851,Auto,7517,15034,120,30,0,2,yes
CLM-000109,Property,9069,18138,324,81,0,2,yes
CLM-002791,Auto,7517,15034,564,141,0,2,yes
CLM-025195,Auto,7517,15034,12,3,0,2,yes
CLM-053503,Health,11586,23172,336,84,0,2,yes
CLM-050257,Auto,7517,15034,372,93,0,2,yes
CLM-016969,Auto,7517,15034,1380,345,0,2,yes
CLM-007054,Auto,7517,15034,708,177,0,2,yes
CLM-046348,Property,9444,18888,1032,258,0,2,yes
CLM-039276,Auto,7773,15546,900,225,0,18,no
CLM-009134,Property,9069,18138,1356,339,0,2,yes
CLM-041481,Auto,7517,15034,996,249,0,2,yes
CLM-055237,Health,11586,23172,588,147,0,2,yes
CLM-005695,Property,8696,17392,1488,372,0,18,no
CLM-047951,Auto,7517,15034,1356,339,0,2,yes
CLM-001654,Property,8696,17392,1248,312,0,18,no
CLM-020866,Health,11586,23172,1068,267,0,2,yes
CLM-039624,Health,11586,23172,516,129,0,2,yes
CLM-036785,Auto,7517,15034,12,3,0,2,yes
CLM-031918,Property,9069,18138,1416,354,0,2,yes
CLM-019409,Liability,8251,16502,108,27,0,2,yes
CLM-017905,Property,9069,18138,48,12,0,2,yes
CLM-030662,Auto,7517,15034,240,60,0,2,yes
CLM-023061,Liability,9069,18138,384,96,0,2,yes
CLM-025624,Property,9069,18138,888,222,0,2,yes
CLM-047252,Property,10444,20888,492,123,0,2,yes
CLM-054953,Auto,7517,15034,84,21,0,2,yes
CLM-036521,Health,11586,23172,300,75,0,2,yes
CLM-027297,Property,9444,18888,84,21,0,2,yes
CLM-025690,Property,8696,17392,1212,303,0,2,yes
CLM-034525,Health,11586,23172,108,27,0,2,yes
CLM-003819,Auto,7517,15034,864,216,0,2,yes
CLM-044206,Auto,7773,15546,1344,336,0,2,yes
CLM-036473,Health,11586,23172,192,48,0,2,yes
CLM-036135,Property,9069,18138,108,27,0,2,yes
CLM-038102,Property,8696,17392,744,186,0,2,yes
CLM-024538,Property,9069,18138,588,147,0,2,yes
CLM-027304,Property,8696,17392,1404,351,0,18,no
CLM-039915,Health,11586,23172,96,24,0,2,yes
CLM-048640,Auto,7517,15034,552,138,0,2,yes
CLM-001037,Auto,7517,15034,84,21,0,2,yes
CLM-020502,Property,9069,18138,624,156,0,2,yes
CLM-019286,Auto,7517,15034,504,126,0,2,yes
CLM-054534,Liability,8251,16502,1308,327,0,18,no
CLM-034197,Property,8696,17392,1080,270,0,2,yes
CLM-005812,Auto,7517,15034,96,24,0,2,yes
CLM-057250,Auto,7517,15034,240,60,0,2,yes
CLM-040931,Health,11586,23172,1044,261,0,2,yes
CLM-040892,Health,11586,23172,1080,270,0,2,yes
CLM-031116,Auto,7773,15546,1224,306,0,2,yes
CLM-046717,Property,9069,18138,384,96,0,2,yes
CLM-004936,Auto,7517,15034,348,87,0,2,yes
CLM-024774,Property,8696,17392,444,111,0,2,yes
CLM-053311,Property,10444,20888,708,177,0,2,yes
CLM-042425,Property,9069,18138,696,174,0,2,yes
CLM-016478,Health,11586,23172,480,120,0,2,yes
CLM-057869,Auto,7517,15034,276,69,0,2,yes
CLM-015363,Property,9069,18138,1488,372,0,2,yes
CLM-001198,Auto,7517,15034,324,81,0,2,yes
CLM-024849,Auto,7517,15034,912,228,0,2,yes
CLM-052585,Liability,9069,18138,1152,288,0,2,yes
CLM-035990,Property,9069,18138,1404,351,0,2,yes
CLM-049466,Property,8696,17392,108,27,0,2,yes
CLM-020559,Health,11586,23172,120,30,0,2,yes
CLM-043329,Auto,7517,15034,1332,333,0,2,yes
CLM-058016,Auto,7517,15034,1236,309,0,2,yes
CLM-030782,Property,9069,18138,1308,327,0,18,no
CLM-025063,Auto,9942,19884,432,108,0,2,yes
CLM-019960,Health,11586,23172,1236,309,0,2,yes
CLM-040341,Auto,7517,15034,96,24,0,2,yes
CLM-041011,Auto,7517,15034,1140,285,0,2,yes
CLM-026131,Health,11586,23172,324,81,0,2,yes
CLM-052038,Auto,7773,15546,1332,333,0,2,yes
CLM-027499,Property,9069,18138,108,27,0,2,yes
CLM-049818,Health,11586,23172,108,27,0,2,yes
CLM-048791,Health,11586,23172,1320,330,0,2,yes
CLM-057397,Health,11586,23172,72,18,0,2,yes
CLM-041844,Property,8696,17392,1320,330,0,2,yes
CLM-036913,Auto,7517,15034,84,21,0,2,yes
CLM-042120,Health,11586,23172,108,27,0,2,yes
CLM-013201,Health,11586,23172,660,165,0,2,yes
CLM-050692,Property,9069,18138,192,48,0,2,yes
CLM-036704,Property,9069,18138,1224,306,0,2,yes
CLM-009808,Health,11586,23172,1212,303,0,2,yes
CLM-005107,Liability,9069,18138,240,60,0,2,yes
CLM-028767,Auto,7517,15034,12,3,0,2,yes
CLM-009853,Auto,7773,15546,120,30,0,2,yes
CLM-032974,Property,8696,17392,1368,342,0,2,yes
CLM-003380,Auto,9942,19884,276,69,0,2,yes
CLM-032847,Property,9069,18138,1428,357,0,2,yes
CLM-049924,Health,11586,23172,1224,306,0,2,yes
CLM-001096,Property,9069,18138,132,33,0,2,yes
CLM-028359,Property,9069,18138,96,24,0,2,yes
CLM-042763,Auto,7517,15034,744,186,0,2,yes
CLM-005933,Property,9069,18138,840,210,0,2,yes
CLM-033633,Liability,8251,16502,1416,354,0,2,yes
CLM-006123,Property,9069,18138,612,153,0,2,yes
CLM-039810,Auto,7517,15034,660,165,0,2,yes
CLM-050075,Health,11586,23172,1308,327,0,2,yes
CLM-010873,Health,11586,23172,660,165,0,2,yes
CLM-033816,Health,11586,23172,1332,333,0,2,yes
CLM-045797,Health,11586,23172,1332,333,0,2,yes
CLM-046942,Property,9444,18888,372,93,0,2,yes
CLM-057842,Auto,7517,15034,420,105,0,2,yes
CLM-002986,Health,11586,23172,948,237,0,2,yes
CLM-040440,Auto,7517,15034,156,39,0,2,yes
CLM-042046,Health,11586,23172,84,21,0,2,yes
CLM-034043,Liability,8251,16502,648,162,0,2,yes
CLM-004503,Auto,7517,15034,204,51,0,2,yes
CLM-000671,Property,9069,18138,972,243,0,2,yes
CLM-029282,Auto,7773,15546,108,27,0,2,yes
CLM-014480,Property,9069,18138,600,150,0,2,yes
CLM-024667,Health,11586,23172,1368,342,0,2,yes
CLM-006184,Property,9069,18138,840,210,0,2,yes
CLM-000655,Liability,8251,16502,552,138,0,2,yes
CLM-020448,Property,9069,18138,264,66,0,2,yes
CLM-023249,Health,11586,23172,1308,327,0,18,no
CLM-052800,Property,9069,18138,408,102,0,2,yes
CLM-049886,Liability,8251,16502,600,150,0,2,yes
CLM-001694,Health,11586,23172,756,189,0,2,yes
CLM-019623,Auto,7517,15034,168,42,0,2,yes
